,Date,Hour,State,code,Train,CarNumber,Equipement,Pressure
23001,2022-05-10,18:44:28,Disp,Pressure,25TR_,T,-,-
23004,2022-05-10,18:43:00,Disp,Door,66TR_,C4,1G,2.72
23005,2022-05-10,18:42:49,App,Door,66TR_,C4,1G,2.72
23008,2022-05-10,18:41:53,Disp,Door,114TR_,C5,3D,3.59
23009,2022-05-10,18:41:49,App,Door,114TR_,C5,3D,3.59
23011,2022-05-10,18:41:44,App,Pressure,25TR_,T,-,-
23012,2022-05-10,18:41:44,Disp,Pressure,25TR_,T,-,-
23014,2022-05-10,18:41:42,Disp,Door,41TR_,C2,3D,2.81
23015,2022-05-10,18:41:29,App,Door,41TR_,C2,3D,2.81
23018,2022-05-10,18:40:29,App,Pressure,51TR_,T,-,-
23019,2022-05-10,18:40:29,Disp,Pressure,51TR_,T,-,-
23020,2022-05-10,18:40:06,App,Door,28TR_,C1,3D,3.32
23021,2022-05-10,18:40:06,Disp,Door,28TR_,C1,3D,3.32
23024,2022-05-10,18:38:23,Disp,Door,69TR_,C3,2D,3.1
23025,2022-05-10,18:38:21,App,Door,69TR_,C3,2D,3.1
23028,2022-05-10,18:37:20,App,Pressure,25TR_,T,-,-
23029,2022-05-10,18:37:20,Disp,Pressure,25TR_,T,-,-
23038,2022-05-10,18:35:46,Disp,Door,66TR_,C4,3D,2.7
23041,2022-05-10,18:34:30,Disp,Pressure,25TR_,T,-,-
23042,2022-05-10,18:34:29,App,Pressure,25TR_,T,-,-
23049,2022-05-10,18:32:13,App,Door,66TR_,C4,3D,2.71
23052,2022-05-10,18:32:07,Disp,Door,66TR_,C4,3D,2.7
23059,2022-05-10,18:30:38,App,Door,66TR_,C4,3D,2.7
23068,2022-05-10,18:27:31,App,Pressure,32TR_,T,-,-
23069,2022-05-10,18:27:31,Disp,Pressure,32TR_,T,-,-
23080,2022-05-10,18:25:51,App,Door,44TR_,C1,2G,3.5
23081,2022-05-10,18:25:51,Disp,Door,44TR_,C1,2G,3.5
23086,2022-05-10,18:25:12,Disp,Door,66TR_,C2,1D,2.69
23089,2022-05-10,18:23:40,App,Door,66TR_,C2,1D,2.7
23092,2022-05-10,18:23:11,Disp,Door,66TR_,C2,1D,2.7
23093,2022-05-10,18:22:52,App,Door,66TR_,C2,1D,2.7
23094,2022-05-10,18:22:48,Disp,Door,66TR_,C2,1D,2.7
23095,2022-05-10,18:22:44,App,Door,66TR_,C2,1D,2.7
23097,2022-05-10,18:22:43,App,Door,66TR_,C2,1D,2.7
23099,2022-05-10,18:22:43,Disp,Door,66TR_,C2,1D,2.7
23100,2022-05-10,18:22:27,App,Pressure,94TR_,T,-,-
23101,2022-05-10,18:22:27,Disp,Pressure,94TR_,T,-,-
23106,2022-05-10,18:20:06,Disp,Door,132TR_,C1,1G,3.9
23107,2022-05-10,18:20:03,App,Door,132TR_,C1,1G,3.9
23114,2022-05-10,18:18:54,Disp,Door,66TR_,C2,3D,2.7
23115,2022-05-10,18:18:23,App,Door,66TR_,C2,3D,2.7
23118,2022-05-10,18:17:55,Disp,Door,53TR_,C4,2D,3.76
23119,2022-05-10,18:17:44,App,Door,53TR_,C4,2D,3.77
23128,2022-05-10,18:14:45,App,Pressure,25TR_,T,-,-
23129,2022-05-10,18:14:45,Disp,Pressure,25TR_,T,-,-
23134,2022-05-10,18:13:57,Disp,Door,75TR_,C3,1G,3.54
23135,2022-05-10,18:13:56,App,Door,75TR_,C3,1G,3.54
23138,2022-05-10,18:13:48,Disp,Door,66TR_,C2,3D,2.71
23139,2022-05-10,18:13:37,App,Pressure,106TR_,T,-,-
23140,2022-05-10,18:13:37,Disp,Pressure,106TR_,T,-,-
23141,2022-05-10,18:13:03,App,Door,66TR_,C2,3D,2.71
23144,2022-05-10,18:11:15,Disp,Door,139TR_,C4,3G,2.9
23145,2022-05-10,18:11:14,App,Door,139TR_,C4,3G,2.9
23150,2022-05-10,18:08:48,App,Pressure,82TR_,T,-,-
23151,2022-05-10,18:08:48,Disp,Pressure,82TR_,T,-,-
23154,2022-05-10,18:08:20,Disp,Door,66TR_,C2,2D,2.71
23157,2022-05-10,18:07:53,App,Pressure,106TR_,T,-,-
23158,2022-05-10,18:07:53,Disp,Pressure,106TR_,T,-,-
23161,2022-05-10,18:07:03,App,Door,66TR_,C2,2D,2.71
23164,2022-05-10,18:06:57,Disp,Door,66TR_,C2,2D,2.71
23165,2022-05-10,18:06:37,App,Door,66TR_,C2,2D,2.71
23166,2022-05-10,18:06:29,Disp,Door,95TR_,C5,1D,3.11
23167,2022-05-10,18:06:26,App,Door,95TR_,C5,1D,3.11
23168,2022-05-10,18:06:14,Disp,Door,30TR_,C5,1D,3.69
23169,2022-05-10,18:06:04,App,Door,30TR_,C5,1D,3.7
23174,2022-05-10,18:03:52,Disp,Door,41TR_,C1,2D,3.39
23175,2022-05-10,18:03:49,App,Door,41TR_,C1,2D,3.38
23178,2022-05-10,18:03:15,App,Pressure,71TR_,T,-,-
23179,2022-05-10,18:03:15,Disp,Pressure,71TR_,T,-,-
23184,2022-05-10,18:01:48,Disp,Door,114TR_,C2,1G,3.16
23185,2022-05-10,18:01:47,Disp,Door,114TR_,C2,2G,3.16
23187,2022-05-10,18:01:46,App,Door,114TR_,C2,1G,3.16
23188,2022-05-10,18:01:46,App,Door,114TR_,C2,2G,3.16
23190,2022-05-10,18:01:44,App,Door,66TR_,C3,3G,2.71
23192,2022-05-10,18:01:44,Disp,Door,66TR_,C3,3G,2.71
23196,2022-05-10,18:01:27,Disp,Door,66TR_,C3,3G,2.71
23197,2022-05-10,18:00:30,App,Pressure,82TR_,T,-,-
23198,2022-05-10,18:00:30,Disp,Pressure,82TR_,T,-,-
23199,2022-05-10,18:00:21,App,Door,66TR_,C3,3G,2.71
23202,2022-05-10,18:00:05,Disp,Door,66TR_,C3,3G,2.71
23203,2022-05-10,17:59:27,App,Door,66TR_,C3,3G,2.71
23208,2022-05-10,17:56:22,App,Pressure,82TR_,T,-,-
23209,2022-05-10,17:56:22,Disp,Pressure,82TR_,T,-,-
23220,2022-05-10,17:53:12,App,Pressure,6TR_,T,-,-
23221,2022-05-10,17:53:12,Disp,Pressure,6TR_,T,-,-
23224,2022-05-10,17:52:03,App,Pressure,82TR_,T,-,-
23225,2022-05-10,17:52:03,Disp,Pressure,82TR_,T,-,-
23230,2022-05-10,17:50:08,Disp,Door,94TR_,C2,2G,3.26
23231,2022-05-10,17:50:07,App,Door,94TR_,C2,2G,3.26
23232,2022-05-10,17:50:07,App,Door,94TR_,C4,1G,3.26
23233,2022-05-10,17:50:07,Disp,Door,94TR_,C4,1G,3.26
23246,2022-05-10,17:44:58,Disp,Door,18TR_,C1,3G,3.56
23247,2022-05-10,17:44:53,App,Door,136TR_,C4,1D,3.41
23248,2022-05-10,17:44:53,Disp,Door,136TR_,C4,1D,3.42
23249,2022-05-10,17:44:52,App,Door,18TR_,C1,3G,3.56
23252,2022-05-10,17:44:22,App,Pressure,79TR_,T,-,-
23253,2022-05-10,17:44:22,Disp,Pressure,79TR_,T,-,-
23264,2022-05-10,17:41:26,App,Door,70TR_,C2,1G,3.23
23265,2022-05-10,17:41:26,Disp,Door,70TR_,C2,1G,3.23
23268,2022-05-10,17:40:39,Disp,Door,23TR_,C1,3G,3.26
23269,2022-05-10,17:40:37,App,Door,23TR_,C1,3G,3.26
23280,2022-05-10,17:36:21,Disp,Door,102TR_,C1,1D,3.44
23281,2022-05-10,17:36:20,Disp,Door,32TR_,C4,3D,2.98
23282,2022-05-10,17:36:20,App,Door,102TR_,C1,1D,3.44
23283,2022-05-10,17:36:19,App,Door,32TR_,C4,3D,2.98
23288,2022-05-10,17:36:09,Disp,Door,121TR_,C5,1D,3.09
23289,2022-05-10,17:35:41,App,Door,121TR_,C5,1D,3.11
23292,2022-05-10,17:34:02,Disp,Pressure,105TR_,T,-,-
23293,2022-05-10,17:34:00,App,Pressure,105TR_,T,-,-
23306,2022-05-10,17:30:40,Disp,Door,98TR_,C5,3G,2.85
23315,2022-05-10,17:29:31,App,Door,98TR_,C5,3G,2.85
23316,2022-05-10,17:29:16,Disp,Pressure,76TR_,T,-,-
23317,2022-05-10,17:29:15,App,Pressure,76TR_,T,-,-
23320,2022-05-10,17:29:03,Disp,Door,98TR_,C5,3G,2.85
23329,2022-05-10,17:26:20,Disp,Door,102TR_,C1,1D,3.66
23330,2022-05-10,17:26:16,Disp,Door,102TR_,C1,2D,3.66
23331,2022-05-10,17:26:15,App,Door,102TR_,C1,1D,3.66
23332,2022-05-10,17:26:15,App,Door,102TR_,C1,2D,3.66
23333,2022-05-10,17:25:51,Disp,Pressure,82TR_,T,-,-
23334,2022-05-10,17:25:50,App,Pressure,82TR_,T,-,-
23335,2022-05-10,17:25:05,Disp,DoorGeneral,106TR_,T,-,2.94
23336,2022-05-10,17:25:05,Disp,Door,106TR_,C5,3D,2.94
23337,2022-05-10,17:25:05,Disp,Door,106TR_,C1,1G,2.94
23338,2022-05-10,17:25:05,Disp,Door,106TR_,C1,2G,2.94
23339,2022-05-10,17:25:04,App,DoorGeneral,106TR_,T,-,2.94
23340,2022-05-10,17:25:04,App,Door,106TR_,C5,3D,2.94
23341,2022-05-10,17:25:04,App,Door,106TR_,C1,1G,2.94
23342,2022-05-10,17:25:04,App,Door,106TR_,C1,2G,2.94
23351,2022-05-10,17:23:12,App,Door,98TR_,C5,3G,2.85
23352,2022-05-10,17:23:11,Disp,Door,98TR_,C5,3G,2.85
23356,2022-05-10,17:23:04,Disp,Door,13TR_,C1,1D,3.89
23358,2022-05-10,17:23:02,App,Door,98TR_,C5,3G,2.85
23359,2022-05-10,17:23:01,Disp,Door,98TR_,C5,3G,2.85
23360,2022-05-10,17:22:54,App,Door,98TR_,C5,3G,2.85
23361,2022-05-10,17:22:53,Disp,Door,98TR_,C5,3G,2.85
23366,2022-05-10,17:22:45,App,Door,98TR_,C5,3G,2.85
23369,2022-05-10,17:22:41,Disp,Door,98TR_,C5,3G,2.85
23370,2022-05-10,17:22:36,App,Door,13TR_,C1,1D,3.88
23371,2022-05-10,17:22:33,App,Door,98TR_,C5,3G,2.85
23374,2022-05-10,17:21:51,Disp,Door,98TR_,C5,3G,2.85
23375,2022-05-10,17:21:45,App,Door,98TR_,C5,3G,2.85
23376,2022-05-10,17:21:39,Disp,Door,98TR_,C5,3G,2.85
23377,2022-05-10,17:21:30,App,Door,98TR_,C5,3G,2.85
23384,2022-05-10,17:20:34,Disp,Door,98TR_,C5,3G,2.85
23385,2022-05-10,17:20:29,App,Pressure,67TR_,T,-,-
23386,2022-05-10,17:20:29,Disp,Pressure,67TR_,T,-,-
23387,2022-05-10,17:20:26,App,Door,98TR_,C5,3G,2.85
23390,2022-05-10,17:20:17,Disp,Door,98TR_,C5,3G,2.85
23391,2022-05-10,17:20:04,App,Door,98TR_,C5,3G,2.85
23396,2022-05-10,17:19:33,Disp,Door,98TR_,C5,3G,2.85
23397,2022-05-10,17:19:05,App,Door,98TR_,C5,3G,2.85
23399,2022-05-10,17:18:51,App,Door,98TR_,C5,3G,2.85
23401,2022-05-10,17:18:51,Disp,Door,98TR_,C5,3G,2.85
23404,2022-05-10,17:17:35,Disp,Door,38TR_,C5,3D,3.51
23405,2022-05-10,17:17:32,App,Door,38TR_,C5,3D,3.51
23416,2022-05-10,17:12:42,App,Pressure,79TR_,T,-,-
23417,2022-05-10,17:12:42,Disp,Pressure,79TR_,T,-,-
23420,2022-05-10,17:12:34,Disp,Door,126TR_,C4,2G,3.59
23421,2022-05-10,17:12:30,App,Door,126TR_,C4,2G,3.57
23422,2022-05-10,17:11:00,App,Pressure,79TR_,T,-,-
23423,2022-05-10,17:11:00,Disp,Pressure,79TR_,T,-,-
23428,2022-05-10,17:10:21,Disp,Door,60TR_,C1,1G,3.15
23429,2022-05-10,17:10:13,App,Door,60TR_,C1,1G,3.15
23430,2022-05-10,17:10:07,App,Pressure,82TR_,T,-,-
23431,2022-05-10,17:10:07,Disp,Pressure,82TR_,T,-,-
23432,2022-05-10,17:09:56,Disp,Door,89TR_,C3,3G,3.08
23435,2022-05-10,17:09:50,App,Door,89TR_,C3,3G,3.08
23456,2022-05-10,17:09:31,Disp,Door,93TR_,C3,2D,3.1
23457,2022-05-10,17:09:25,App,Door,93TR_,C3,2D,3.1
23472,2022-05-10,17:04:10,Disp,Door,97TR_,C5,3D,3.24
23473,2022-05-10,17:03:57,Disp,Door,107TR_,C3,1D,3.43
23474,2022-05-10,17:03:55,App,Door,97TR_,C5,3D,3.22
23475,2022-05-10,17:03:50,App,Door,107TR_,C3,1D,3.43
23476,2022-05-10,17:03:41,App,Pressure,79TR_,T,-,-
23477,2022-05-10,17:03:41,Disp,Pressure,79TR_,T,-,-
23482,2022-05-10,17:02:52,Disp,Door,10TR_,C1,3G,2.94
23483,2022-05-10,17:02:50,App,Door,10TR_,C1,3G,2.94
23486,2022-05-10,17:00:48,Disp,Door,102TR_,C5,3D,2.94
23487,2022-05-10,17:00:47,Disp,DoorGeneral,102TR_,T,-,2.94
23488,2022-05-10,17:00:47,Disp,Door,102TR_,C2,2D,2.94
23489,2022-05-10,17:00:47,Disp,Door,102TR_,C4,1D,2.94
23490,2022-05-10,17:00:46,App,DoorGeneral,102TR_,T,-,2.94
23491,2022-05-10,17:00:46,App,Door,102TR_,C2,2D,2.94
23492,2022-05-10,17:00:46,App,Door,102TR_,C4,1D,2.94
23493,2022-05-10,17:00:46,App,Door,102TR_,C5,3D,2.94
23496,2022-05-10,16:58:25,Disp,Door,76TR_,C3,1D,3.41
23497,2022-05-10,16:58:22,App,Door,76TR_,C3,1D,3.4
23498,2022-05-10,16:58:22,App,Door,76TR_,C4,3G,3.4
23499,2022-05-10,16:58:22,Disp,Door,76TR_,C4,3G,3.4
23510,2022-05-10,16:54:38,Disp,Door,60TR_,C3,2G,3.66
23511,2022-05-10,16:54:25,App,Door,60TR_,C3,2G,3.66
23512,2022-05-10,16:53:48,App,Pressure,51TR_,T,-,-
23513,2022-05-10,16:53:48,Disp,Pressure,51TR_,T,-,-
23516,2022-05-10,16:52:06,Disp,Door,4TR_,C2,2G,2.83
23517,2022-05-10,16:51:58,App,Door,4TR_,C2,2G,2.82
23518,2022-05-10,16:51:27,App,Pressure,76TR_,T,-,-
23519,2022-05-10,16:51:27,Disp,Pressure,76TR_,T,-,-
23524,2022-05-10,16:50:38,App,Pressure,51TR_,T,-,-
23525,2022-05-10,16:50:38,Disp,Pressure,51TR_,T,-,-
23528,2022-05-10,16:50:12,Disp,Door,78TR_,C3,3G,2.81
23529,2022-05-10,16:50:10,App,Door,78TR_,C3,3G,2.81
23538,2022-05-10,16:47:16,Disp,Door,85TR_,C5,2D,2.89
23539,2022-05-10,16:47:15,App,Door,85TR_,C5,2D,2.89
23540,2022-05-10,16:46:59,Disp,Door,70TR_,C2,1G,2.99
23541,2022-05-10,16:46:58,Disp,Door,70TR_,C4,2G,2.99
23542,2022-05-10,16:46:57,App,Door,70TR_,C2,1G,2.99
23543,2022-05-10,16:46:57,App,Door,70TR_,C4,2G,2.99
23554,2022-05-10,16:43:04,Disp,Door,51TR_,C4,1G,3.02
23555,2022-05-10,16:43:01,App,Door,51TR_,C4,1G,3.01
23558,2022-05-10,16:41:37,Disp,Pressure,14TR_,T,-,-
23559,2022-05-10,16:41:36,App,Pressure,14TR_,T,-,-
23564,2022-05-10,16:38:52,App,Door,33TR_,C4,2D,3.15
23565,2022-05-10,16:38:52,Disp,Door,33TR_,C4,2D,3.15
23570,2022-05-10,16:36:12,App,Door,28TR_,C5,3D,2.94
23571,2022-05-10,16:36:12,Disp,Door,28TR_,C5,3D,2.94
23576,2022-05-10,16:35:35,Disp,Door,44TR_,C1,1D,3.08
23577,2022-05-10,16:35:34,App,Door,44TR_,C1,1D,3.09
23580,2022-05-10,16:34:58,Disp,Door,1TR_,C4,1G,2.79
23587,2022-05-10,16:32:15,App,Pressure,25TR_,T,-,-
23588,2022-05-10,16:32:15,Disp,Pressure,25TR_,T,-,-
23593,2022-05-10,16:30:20,App,Door,71TR_,C5,1G,3.17
23594,2022-05-10,16:30:20,Disp,Door,71TR_,C5,1G,3.17
23603,2022-05-10,16:27:32,Disp,Door,88TR_,C4,2D,2.89
23604,2022-05-10,16:27:31,App,Door,88TR_,C4,2D,2.89
23607,2022-05-10,16:26:09,Disp,Door,67TR_,C3,1G,3.34
23608,2022-05-10,16:26:04,App,Door,67TR_,C3,1G,3.34
23611,2022-05-10,16:23:21,Disp,Door,47TR_,C4,2D,2.96
23612,2022-05-10,16:23:19,App,Door,47TR_,C4,2D,2.96
23629,2022-05-10,16:19:23,Disp,Door,11TR_,C2,2D,3.21
23630,2022-05-10,16:19:11,Disp,Door,82TR_,C4,1D,2.9
23631,2022-05-10,16:19:10,App,Door,82TR_,C4,1D,2.89
23632,2022-05-10,16:18:47,App,Door,11TR_,C2,2D,3.21
23637,2022-05-10,16:15:45,Disp,Door,78TR_,C5,1D,2.9
23638,2022-05-10,16:15:44,App,Door,78TR_,C5,1D,2.89
23761,2022-05-10,15:57:32,Disp,Door,48TR_,C3,2D,3.23
23762,2022-05-10,15:57:22,App,Door,48TR_,C3,2D,3.22
23763,2022-05-10,15:57:00,App,Pressure,99TR_,T,-,-
23764,2022-05-10,15:57:00,Disp,Pressure,99TR_,T,-,-
23765,2022-05-10,15:57:00,App,Pressure,114TR_,T,-,-
23766,2022-05-10,15:57:00,Disp,Pressure,114TR_,T,-,-
23771,2022-05-10,15:54:51,Disp,Door,92TR_,C4,1G,3.16
23774,2022-05-10,15:54:50,App,Door,92TR_,C4,1G,3.16
23777,2022-05-10,15:50:58,App,Pressure,51TR_,T,-,-
23778,2022-05-10,15:50:58,Disp,Pressure,51TR_,T,-,-
23781,2022-05-10,15:49:37,Disp,Pressure,5TR_,T,-,-
23782,2022-05-10,15:49:36,App,Pressure,5TR_,T,-,-
23787,2022-05-10,15:44:34,Disp,Door,106TR_,C1,2G,3.21
23789,2022-05-10,15:44:33,App,Door,106TR_,C1,1G,3.21
23790,2022-05-10,15:44:33,App,Door,106TR_,C1,2G,3.21
23792,2022-05-10,15:44:33,Disp,Door,106TR_,C1,1G,3.21
23809,2022-05-10,15:37:08,Disp,Door,95TR_,C1,2D,3.15
23810,2022-05-10,15:37:07,App,Door,95TR_,C1,2D,3.15
23813,2022-05-10,15:34:58,App,Pressure,72TR_,T,-,-
23814,2022-05-10,15:34:58,Disp,Pressure,72TR_,T,-,-
23819,2022-05-10,15:32:02,Disp,Door,72TR_,C2,1D,2.82
23820,2022-05-10,15:32:01,App,Door,72TR_,C2,1D,2.82
23825,2022-05-10,15:30:24,Disp,Door,118TR_,C2,3D,2.8
23826,2022-05-10,15:29:16,App,Door,118TR_,C2,3D,2.8
23829,2022-05-10,15:28:57,Disp,Door,118TR_,C2,3D,2.8
23830,2022-05-10,15:26:39,App,Door,118TR_,C2,3D,2.8
23833,2022-05-10,15:26:34,Disp,Door,118TR_,C2,3D,2.8
23839,2022-05-10,15:26:13,App,Door,118TR_,C2,3D,2.8
23841,2022-05-10,15:26:11,Disp,Door,118TR_,C2,3D,2.8
23842,2022-05-10,15:25:57,App,Door,118TR_,C2,3D,2.8
23845,2022-05-10,15:25:36,Disp,Door,118TR_,C2,3D,2.8
23850,2022-05-10,15:24:09,App,Door,1TR_,C4,1G,2.81
23851,2022-05-10,15:23:00,Disp,Door,131TR_,C2,1G,2.96
23852,2022-05-10,15:22:59,App,Door,131TR_,C2,1G,2.96
23857,2022-05-10,15:20:39,App,Pressure,111TR_,T,-,-
23858,2022-05-10,15:20:39,Disp,Pressure,111TR_,T,-,-
23859,2022-05-10,15:19:47,Disp,Door,103TR_,C1,2G,3.02
23860,2022-05-10,15:19:44,App,Door,103TR_,C1,2G,3.01
23867,2022-05-10,15:16:34,Disp,Pressure,85TR_,T,-,-
23868,2022-05-10,15:16:32,App,Pressure,85TR_,T,-,-
23869,2022-05-10,15:16:10,App,Door,118TR_,C2,3D,2.8
23876,2022-05-10,15:15:22,Disp,Door,118TR_,C2,3D,2.8
23877,2022-05-10,15:14:09,App,Door,118TR_,C2,3D,2.8
23878,2022-05-10,15:12:16,App,Door,70TR_,C2,1G,2.83
23879,2022-05-10,15:12:16,Disp,Door,70TR_,C2,1G,2.83
23884,2022-05-10,15:11:44,Disp,Door,118TR_,C2,3D,2.8
23885,2022-05-10,15:11:12,App,Pressure,86TR_,T,-,-
23886,2022-05-10,15:11:12,Disp,Pressure,86TR_,T,-,-
23889,2022-05-10,15:10:05,Disp,Door,114TR_,C4,1D,3.03
23890,2022-05-10,15:10:04,Disp,Door,99TR_,C5,1G,3.12
23891,2022-05-10,15:10:04,Disp,Door,114TR_,C5,1D,3.02
23892,2022-05-10,15:10:03,App,Door,99TR_,C5,1G,3.12
23893,2022-05-10,15:10:03,App,Door,114TR_,C4,1D,3.01
23898,2022-05-10,15:09:33,App,Door,106TR_,C1,2G,3.03
23899,2022-05-10,15:09:33,Disp,Door,106TR_,C1,2G,3.03
23900,2022-05-10,15:09:31,App,Door,114TR_,C5,1D,2.88
23901,2022-05-10,15:09:23,App,Pressure,86TR_,T,-,-
23902,2022-05-10,15:09:23,Disp,Pressure,86TR_,T,-,-
23903,2022-05-10,15:08:28,App,Door,118TR_,C2,3D,2.8
23906,2022-05-10,15:08:23,Disp,Door,118TR_,C2,3D,2.8
23912,2022-05-10,15:07:48,App,Door,118TR_,C2,3D,2.8
23914,2022-05-10,15:07:48,Disp,Door,118TR_,C2,3D,2.8
23917,2022-05-10,15:07:46,Disp,Door,118TR_,C2,3D,2.8
23918,2022-05-10,15:07:29,App,Door,118TR_,C2,3D,2.8
23919,2022-05-10,15:07:28,Disp,Door,118TR_,C2,3D,2.8
23920,2022-05-10,15:07:25,App,Door,118TR_,C2,3D,2.8
23922,2022-05-10,15:07:22,Disp,Pressure,86TR_,T,-,-
23923,2022-05-10,15:07:21,App,Pressure,86TR_,T,-,-
23925,2022-05-10,15:07:21,Disp,Door,118TR_,C2,3D,2.8
23926,2022-05-10,15:07:14,App,Pressure,111TR_,T,-,-
23927,2022-05-10,15:07:14,Disp,Pressure,111TR_,T,-,-
23928,2022-05-10,15:07:06,App,Door,118TR_,C2,3D,2.8
23935,2022-05-10,15:05:02,Disp,Door,118TR_,C2,3D,2.8
23944,2022-05-10,15:01:29,App,Door,118TR_,C2,3D,2.8
23947,2022-05-10,15:01:13,Disp,Door,118TR_,C2,3D,2.79
23952,2022-05-10,15:00:18,App,Door,118TR_,C2,3D,2.8
23955,2022-05-10,14:59:36,Disp,Door,118TR_,C2,3D,2.8
23958,2022-05-10,14:56:34,App,Door,118TR_,C2,3D,2.8
23959,2022-05-10,14:55:44,App,Pressure,32TR_,T,-,-
23960,2022-05-10,14:55:44,Disp,Pressure,32TR_,T,-,-
23961,2022-05-10,14:55:42,Disp,Door,5TR_,C1,2D,3.1
23962,2022-05-10,14:55:42,Disp,Door,62TR_,C5,2D,3.35
23963,2022-05-10,14:55:37,App,Door,62TR_,C5,2D,3.35
23964,2022-05-10,14:55:36,App,Door,5TR_,C1,2D,3.1
23965,2022-05-10,14:52:56,Disp,Door,51TR_,C3,2G,2.8
23966,2022-05-10,14:52:53,App,Door,51TR_,C3,2G,2.8
23967,2022-05-10,14:52:47,App,Pressure,111TR_,T,-,-
23968,2022-05-10,14:52:47,Disp,Pressure,111TR_,T,-,-
23973,2022-05-10,14:50:44,Disp,Door,76TR_,C3,2G,2.95
23974,2022-05-10,14:50:42,App,Door,76TR_,C3,2G,2.94
23979,2022-05-10,14:48:59,Disp,Door,81TR_,C1,3G,2.87
23980,2022-05-10,14:48:53,App,Door,81TR_,C1,3G,2.88
23981,2022-05-10,14:47:56,App,Pressure,32TR_,T,-,-
23982,2022-05-10,14:47:56,Disp,Pressure,32TR_,T,-,-
23983,2022-05-10,14:46:48,Disp,Pressure,89TR_,T,-,-
23984,2022-05-10,14:46:46,App,Pressure,89TR_,T,-,-
23989,2022-05-10,14:43:53,App,Door,26TR_,C3,1G,2.8
23990,2022-05-10,14:43:53,Disp,Door,26TR_,C3,1G,2.8
23995,2022-05-10,14:39:55,Disp,Door,17TR_,C1,1G,2.86
23996,2022-05-10,14:39:51,App,Door,17TR_,C1,1G,2.86
23999,2022-05-10,14:38:17,App,Pressure,85TR_,T,-,-
24000,2022-05-10,14:38:17,Disp,Pressure,85TR_,T,-,-
24007,2022-05-10,14:34:13,Disp,Door,108TR_,C2,3G,3
24008,2022-05-10,14:34:03,App,Door,108TR_,C2,3G,3
24009,2022-05-10,14:33:17,Disp,Door,10TR_,C2,1D,3
24010,2022-05-10,14:33:11,App,Pressure,32TR_,T,-,-
24011,2022-05-10,14:33:11,Disp,Pressure,32TR_,T,-,-
24012,2022-05-10,14:33:10,App,Door,10TR_,C2,1D,3
24015,2022-05-10,14:31:41,App,Pressure,14TR_,T,-,-
24016,2022-05-10,14:31:41,Disp,Pressure,14TR_,T,-,-
24025,2022-05-10,14:29:28,Disp,Door,60TR_,C5,3D,2.84
24026,2022-05-10,14:28:42,App,Door,60TR_,C5,3D,2.84
24033,2022-05-10,14:24:49,App,Pressure,14TR_,T,-,-
24034,2022-05-10,14:24:49,Disp,Pressure,14TR_,T,-,-
24035,2022-05-10,14:24:49,App,Pressure,117TR_,T,-,-
24036,2022-05-10,14:24:49,Disp,Pressure,117TR_,T,-,-
24037,2022-05-10,14:24:30,App,Pressure,6TR_,T,-,-
24038,2022-05-10,14:24:30,Disp,Pressure,6TR_,T,-,-
24039,2022-05-10,14:23:12,Disp,DoorGeneral,94TR_,T,-,2.95
24040,2022-05-10,14:23:12,Disp,Door,94TR_,C2,2G,2.95
24041,2022-05-10,14:23:12,Disp,Door,94TR_,C4,1G,2.95
24042,2022-05-10,14:23:12,Disp,Door,94TR_,C1,2D,2.95
24043,2022-05-10,14:23:11,App,DoorGeneral,94TR_,T,-,2.95
24044,2022-05-10,14:23:11,App,Door,94TR_,C2,2G,2.95
24045,2022-05-10,14:23:11,App,Door,94TR_,C4,1G,2.95
24046,2022-05-10,14:23:11,App,Door,94TR_,C1,2D,2.95
24053,2022-05-10,14:13:40,App,Pressure,14TR_,T,-,-
24054,2022-05-10,14:13:40,Disp,Pressure,14TR_,T,-,-
24055,2022-05-10,14:13:31,Disp,Door,44TR_,C1,1D,2.95
24056,2022-05-10,14:13:30,App,Door,44TR_,C1,1D,2.95
24057,2022-05-10,14:13:30,Disp,DoorGeneral,106TR_,T,-,2.86
24058,2022-05-10,14:13:30,Disp,Door,106TR_,C5,3D,2.86
24059,2022-05-10,14:13:30,Disp,Door,106TR_,C1,1G,2.86
24060,2022-05-10,14:13:30,Disp,Door,106TR_,C1,2G,2.86
24061,2022-05-10,14:13:29,App,DoorGeneral,106TR_,T,-,2.86
24062,2022-05-10,14:13:29,App,Door,106TR_,C5,3D,2.86
24063,2022-05-10,14:13:29,App,Door,106TR_,C1,1G,2.86
24064,2022-05-10,14:13:29,App,Door,106TR_,C1,2G,2.86
24065,2022-05-10,14:11:56,App,Pressure,82TR_,T,-,-
24066,2022-05-10,14:11:56,Disp,Pressure,82TR_,T,-,-
24071,2022-05-10,14:08:38,Disp,Door,101TR_,C3,1D,3.04
24072,2022-05-10,14:08:25,App,Door,101TR_,C3,1D,3.04
24075,2022-05-10,14:06:59,Disp,Door,76TR_,C5,3G,3.03
24076,2022-05-10,14:06:58,App,Door,76TR_,C5,3G,3.03
24085,2022-05-10,14:03:29,App,Pressure,30TR_,T,-,-
24086,2022-05-10,14:03:29,Disp,Pressure,30TR_,T,-,-
24087,2022-05-10,14:03:13,App,Door,32TR_,C4,3D,2.91
24088,2022-05-10,14:03:13,App,Door,32TR_,C1,3G,2.91
